UniprotID.TF	UniprotID.Target	NCBI.GeneID.TF	NCBI.GeneID.Target	Name.TF	Name.Target	Detection.method	PubmedID	Organism	Source.database	Small-scale.evidence	TF.TFLink.ortho	TF.nonTFLink.ortho	Target.TFLink.ortho	Target.nonTFLink.ortho
P14859	P09972	5451	230	POU2F1	ALDOC	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Rn:F1LRD7	Mm:A0A0R4J1Z4	Dr:Q8JH70;Mm:P05063	Rn:A0A0G2K3Q6
P49715	P17752	1050	7166	CEBPA	TPH1	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Dr:Q8UVZ1;Mm:P53566;Rn:A0A0H2UI22	-	Mm:P17532;Rn:P09810	Dm:Q9W0K2;Dr:F1R1D3
P49711	P38398	10664	672	CTCF	BRCA1	chromatin immunoprecipitation assay;inferred by curator	29126285;24725430;19466541;27924024;29087512	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:Q6JAA4;Mm:Q61164;Rn:A0A0H2UHP0	-	Mm:P48754;Rn:G3V8S5	-
P01106	O75694	4609	9631	MYC	NUP155	chromatin immunoprecipitation array;chromatin immunoprecipitation assay;inferred by curator	29126285;12747840;22761861;27924024;18414489;17202159;22900683	Homo sapiens	GTRD;HTRI;ReMap;TFactS_via_DoRothea;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Dm:Q9V463;Dr:F1Q953;Mm:Q99P88;Rn:A0A0G2K7T6;Sc:P38181;Sc:P40064	-
P25490	P08123	7528	1278	YY1	COL1A2	chromatin immunoprecipitation assay;inferred by curator	27924024;29087512;29126285;8910550	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q00899;Rn:Q8CHJ4	-	Mm:Q01149	Dr:Q6IQX2;Rn:A0A0G2KAN1;Rn:F1LS40
P17096	P23025	3159	7507	HMGA1	XPA	inferred by curator	29087512;17616660	Homo sapiens	TRRUST	Yes	Dr:Q08BD1;Mm:P17095;Rn:Q8K585	Dr:E9QD31;Mm:A0A338P6E8	Ce:Q21302;Dm:P28518;Mm:Q64267;Rn:D4A981	-
P01106	Q8WUH2	4609	9392	MYC	TGFBRAP1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Dr:F1QP13;Mm:Q3UR70;Rn:A0A0G2JV19	-
Q9H3D4	O14503	8626	8553	TP63	BHLHE40	chromatin immunoprecipitation assay;inferred by curator	29087512;21317427;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:O88898;Rn:Q9JJP6	Dr:F1QLJ1	Dr:Q6NY50;Mm:O35185;Rn:Q76JQ4	-
P04637	O95936	7157	8320	TP53	EOMES	chromatin immunoprecipitation assay;inferred by curator	29126285;15843459;27924024;26578589	Homo sapiens	GTRD;ORegAnno;ReMap	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Dr:Q98TU2;Mm:O54839;Rn:D3ZY52	-
Q14209	P59025	1870	132112	E2F2	RTP1	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:E7FFJ8;Mm:P56931;Rn:M0RDX6	-	Mm:Q8C8C1	Rn:D4AEN1
P49715	P02788	1050	4057	CEBPA	LTF	chromatin immunoprecipitation assay;inferred by curator	24234451;12522000;23814099;17202159;22900683	Homo sapiens	HTRI;IntAct_via_DoRothEA;TRED	Yes	Dr:Q8UVZ1;Mm:P53566;Rn:A0A0H2UI22	-	Mm:P08071;Rn:D3ZAB1	-
P18846	Q8WUM9	466	6574	ATF1	SLC20A1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;11722845;17202159;29087512	Homo sapiens	GTRD;ReMap;TRED;TRRUST	Yes	Dr:Q7T351;Mm:P81269;Rn:F7FD47	-	Dm:Q9VTG0;Dr:F1QI67;Mm:Q61609;Rn:Q9JJP0;Sc:P38361	Ce:O17404
P16220	Q08499	1385	5144	CREB1	PDE4D	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:Q803K8;Mm:Q01147;Rn:P15337	Dr:E9QHG0	Mm:Q01063	Dr:F1QSG4;Rn:A0A140TAB1
Q03060	P20248	1390	890	CREM	CCNA2	chromatin immunoprecipitation assay;inferred by curator	29087512;9280058;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Rn:Q03061	Mm:D3Z7M6	Mm:P51943;Rn:G3V802	Dr:Q6NV43
Q03181	P06858	5467	4023	PPARD	LPL	inferred by curator	17202159;29087512;10634806;27899662	Homo sapiens	KEGG_via_DoRothEA;TRED;TRRUST	Yes	Dr:A9C4A5;Mm:P35396;Rn:Q99ND3	Dr:F8W3D2	Dm:Q9VEY9;Mm:P11152;Rn:Q06000	Dr:F1QHK8
P08047	Q15735	6667	27124	SP1	INPP5J	chromatin immunoprecipitation assay;inferred by curator	23443536;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Mm:P59644;Rn:Q9JMC1	-
P40763	O60603	6774	7097	STAT3	TLR2	chromatin immunoprecipitation assay;inferred by curator	29126285;17202159	Homo sapiens	ReMap;TRED	Yes	-	-	Mm:G3X8Y8;Rn:E9PTD9	-
Q03181	O60936	5467	8996	PPARD	NOL3	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:A9C4A5;Mm:P35396;Rn:Q99ND3	Dr:F8W3D2	Mm:Q9D1X0	Rn:G3V7Z3
P05549	P24593	7020	3488	TFAP2A	IGFBP5	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	29087512;22900683;7559606;27924024	Homo sapiens	GTRD;HTRI;TRRUST	Yes	-	-	Dr:B0S525;Mm:Q07079;Rn:P24594	Dr:A5PLA3
P05549	P47712	7020	5321	TFAP2A	PLA2G4A	inferred by curator	17202159	Homo sapiens	TRED	Yes	-	-	Dr:F1QWF8;Mm:P47713;Rn:Q6IRF5	-
P06401	P04090	5241	6019	PGR	RLN2	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	29087512;22900683;15149733;27924024	Homo sapiens	GTRD;HTRI;TRRUST	Yes	Mm:Q00175	Rn:F7FA48	-	-
Q16254	Q00059	1874	7019	E2F4	TFAM	chromatin immunoprecipitation assay;inferred by curator	17202159;18971253;27924024;26578589	Homo sapiens	GTRD;ORegAnno;PAZAR;TRED	Yes	Dr:A0A0R4ICD5;Mm:Q8R0K9;Rn:D4A9V4	-	Dr:F1QF85;Mm:P40630;Rn:Q91ZW1	Ce:Q94234;Dm:Q9VDL2
P08047	P25100	6667	146	SP1	ADRA1D	chromatin immunoprecipitation assay;inferred by curator	29126285;10520459;27924024;17202159;29087512	Homo sapiens	GTRD;ReMap;TRED;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Mm:A2ANQ2;Rn:G3V8W0	-
P26358	Q96HF1	1786	6423	DNMT1	SFRP2	inferred by curator	24234451;22094255	Homo sapiens	IntAct_via_DoRothEA	Yes	Dr:F1RCN0;Mm:P13864;Rn:F1LQT9	-	Mm:P97299;Rn:B1WBV2	Dr:F1R238
Q9UQL6	P09038	10014	2247	HDAC5	FGF2	inferred by curator	19351956;29087512	Homo sapiens	TRRUST	Yes	Mm:B7ZDF5	Dr:X1WED5;Rn:F1LM64	-	-
P10826	Q13547	5915	3065	RARB	HDAC1	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P22605;Rn:D3ZFD9	-	Mm:O09106;Rn:Q4QQW4	-
P17542	P28906	6886	947	TAL1	CD34	chromatin immunoprecipitation assay;inferred by curator	26578589;14715640;18971253;27924024;29087512	Homo sapiens	GTRD;ORegAnno;PAZAR;TRRUST	Yes	Dr:O93507;Mm:P22091;Rn:D3Z921	-	Mm:Q64314	Rn:B1PLB1
P19544	Q9UM11	7490	51343	WT1	FZR1	inferred by curator	23945386;29087512;23298185	Homo sapiens	TRRUST	Yes	Rn:D3ZJ55	Dr:Q9PUT7;Mm:F6Y2T6	Ce:Q09373;Dm:Q9W4H9;Dr:Q7ZUP9;Mm:Q9R1K5;Rn:B1WCA1	-
Q00613	P00338	3297	3939	HSF1	LDHA	chromatin immunoprecipitation assay;inferred by curator	27924024;29087512;29126285;19668225	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:P38532;Rn:F1MAF1	-	Mm:P06151;Rn:P04642	-
Q9NZI7	P05108	7342	1583	UBP1	CYP11A1	inferred by curator	18004979;29087512	Homo sapiens	TRRUST	Yes	Dr:A3KPT8;Mm:Q811S7;Rn:D4A030	-	Mm:Q9QZ82;Rn:A0A0H2UHG1	Dr:F1R1K0;Dr:Q7SYJ6
P57682	P02100	51274	3046	KLF3	HBE1	inferred by curator	12621553;29087512	Homo sapiens	TRRUST	Yes	Mm:Q60980;Rn:D4A4V3	-	Mm:Q9CR49	-
P05412	P35321	3725	6698	JUN	SPRR1A	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:Q6NZT5;Mm:P05627;Rn:P17325	-	-	-
P10275	P42574	367	836	AR	CASP3	chromatin immunoprecipitation array;chromatin immunoprecipitation assay;inferred by curator	29126285;20610535;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRED	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Dm:Q9VET9;Dr:B8JK21;Mm:P70677;Rn:P55213	Dr:F1Q7K7
P36956	P52789	6720	3099	SREBF1	HK2	electrophoretic mobility shift assay;inferred by curator	29087512;14747281;22900683	Homo sapiens	HTRI;TRRUST	Yes	Mm:Q9WTN3;Rn:P56720	-	Mm:O08528;Rn:P27881	Dr:B8JKC9
P22415	O75612	7391	1056	USF1	-	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:F1QUA1;Mm:Q61069;Rn:O35410	-	-	-
P04637	P0DMV9	7157	3303;3304	TP53	HSPA1B	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	-	-
O43524	P21673	2309	6303	FOXO3	SAT1	chromatin immunoprecipitation assay;inferred by curator	22761861;27924024;12351634	Homo sapiens	GTRD;TFactS_via_DoRothea	Yes	Dr:Q5TYS1;Mm:Q9WVH4;Rn:D3ZBQ1	-	Dr:Q7T174;Mm:P48026	Dr:Q4V8U3;Rn:Q7TP41
P49715	P10451	1050	6696	CEBPA	SPP1	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	14712233;29126285;26578589;18971253;27924024;29087512;22900683	Homo sapiens	GTRD;HTRI;ORegAnno;PAZAR;ReMap;TRRUST	Yes	Dr:Q8UVZ1;Mm:P53566;Rn:A0A0H2UI22	-	-	Mm:F8WIP8;Rn:P08721
P05412	Q16820	3725	4225	JUN	MEP1B	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:Q6NZT5;Mm:P05627;Rn:P17325	-	Mm:Q61847;Rn:P28826	Dr:B8JKC0
Q15853	Q03403	7392	7032	USF2	TFF2	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:Q1L959;Mm:Q64705;Rn:A0A0G2K3J3	-	Mm:Q9QX97	Rn:G3V643
P43268	Q3V5L5	2118	146664	ETV4	MGAT5B	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:F1RD02;Rn:A0A0G2JX95	Mm:A2A5C3	Mm:Q765H6;Rn:D3ZRS9	-
P10276	P48552	5914	8204	RARA	NRIP1	chromatin immunoprecipitation assay;inferred by curator	21310893;17202159;27924024;22900683	Homo sapiens	GTRD;HTRI;TRED	Yes	Mm:P11416;Rn:A0A0G2JW78	Dr:T2DKU4	Dr:F1QMY9;Mm:Q8CBD1;Rn:G3V672	-
P10070	P49146	2736	4887	GLI2	NPY2R	inferred by curator	22761861;14691458	Homo sapiens	TFactS_via_DoRothea	Yes	Mm:Q0VGT2;Rn:F1M2B7	Dr:B0S6T1	Mm:P97295	Rn:Q9ERC0
P05549	P15848	7020	411	TFAP2A	ARSB	inferred by curator	17202159	Homo sapiens	TRED	Yes	-	-	Mm:A0A0R4J138	Rn:P50430
P01106	P10275	4609	367	MYC	AR	chromatin immunoprecipitation assay;inferred by curator	29126285;10551783;24512546;20211142;12799378;27924024	Homo sapiens	FANTOM4_via_DoRothEA;GTRD;ReMap	Yes	Dr:F1RC36;Mm:P01108	-	Mm:P19091;Rn:A0A0G2JSI8	-
Q12778	Q9UFF9	2308	9337	FOXO1	CNOT8	chromatin immunoprecipitation assay;inferred by curator	22761861;27924024;12351634	Homo sapiens	GTRD;TFactS_via_DoRothea	Yes	Dr:A3RK74;Mm:Q9R1E0;Rn:G3V7R4	-	Dr:A8E5K6;Mm:Q9D8X5;Rn:Q5U2U9	-
Q04206	P03952	5970	3818	RELA	KLKB1	chromatin immunoprecipitation assay;inferred by curator	15517885;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Mm:Q04207;Rn:Q7TQN4	-	-	-
P19838	P05814	4790	1447	NFKB1	CSN2	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	Mm:P10598	Rn:G3V9R5
P19838	P31749	4790	207	NFKB1	AKT1	chromatin immunoprecipitation assay;inferred by curator	29126285;18031796;27924024;17202159;29087512	Homo sapiens	GTRD;ReMap;TRED;TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	Mm:P31750	Rn:P47196
Q99801	O95475	4824	4990	NKX3-1	SIX6	inferred by curator	29087512;22848398	Homo sapiens	TRRUST	Yes	Mm:P97436	Dr:Q68EL7;Rn:Q497B7	Dr:Q7T3G8;Dr:Q5TYZ2;Mm:Q9QZ28	Rn:D3ZCC7
Q02080	P41182	100271849;4207	604	MEF2B	BCL6	chromatin immunoprecipitation assay;inferred by curator	29087512;27924024;23974956	Homo sapiens	GTRD;TRRUST	Yes	-	-	Dr:F1R5N6;Mm:P41183;Rn:B2GUV8	-
P01106	Q96FC9	4609	1663	MYC	DDX11	chromatin immunoprecipitation assay;inferred by curator	29126285;12747840;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Ce:Q21489;Dm:Q9XZS9;Dr:F1R345;Sc:P22516	Mm:A0A2Y9CZM3;Rn:A0A0G2K8J3
Q96EB6	Q14191	23411	7486	SIRT1	WRN	inferred by curator	29087512;17996922	Homo sapiens	TRRUST	Yes	Mm:Q923E4	Dr:E7F8W3;Rn:A0A182DWI7	Mm:O09053;Rn:F1LTH9	Dr:A0A0R4IHR6
Q9H9S0	Q01860	79923	5460	NANOG	POU5F1	inferred by curator	27899662;22378194;17068183;15860457;29087512	Homo sapiens	KEGG_via_DoRothEA;TRRUST	Yes	-	-	-	-
Q12778	P04085	2308	5154	FOXO1	PDGFA	chromatin immunoprecipitation assay;inferred by curator	29087512;27924024;19244250	Homo sapiens	GTRD;TRRUST	Yes	Dr:A3RK74;Mm:Q9R1E0;Rn:G3V7R4	-	-	Dr:A5PMP7;Mm:G5E891;Rn:Q6P7C3
Q01094	P43246	1869	4436	E2F1	MSH2	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:Q61501;Rn:O09139	-	Ce:Q9TXR4;Dm:P43248;Dr:F1QEP5;Mm:P43247;Rn:B1WBQ7;Sc:P25847	-
P22415	P09629	7391	3217	USF1	HOXB7	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;12697323;17202159;29087512	Homo sapiens	GTRD;ReMap;TRED;TRRUST	Yes	Dr:F1QUA1;Mm:Q61069;Rn:O35410	-	Dr:Q8AWY9;Mm:P09024;Rn:P18864	-
P78337	P14316	5307	3660	PITX1	IRF2	inferred by curator	12242290;29087512	Homo sapiens	TRRUST	Yes	Dr:B2LT56;Mm:P70314;Rn:Q99NA7	-	Dr:A0A0R4IBK0;Dr:F1Q8A2;Mm:P23906	Rn:A0A0G2K1F1
P01100	P12830	2353	999	FOS	CDH1	inferred by curator	26578589;18971253;24234451;24029232	Homo sapiens	IntAct_via_DoRothEA;ORegAnno;PAZAR	Yes	Dr:Q6P0S4;Mm:P01101;Rn:P12841	-	-	-
P28370	P19622	6594	2020	SMARCA1	EN2	inferred by curator	14609955;24234451	Homo sapiens	IntAct_via_DoRothEA	Yes	-	-	Dr:P09015;Mm:P09066	Rn:D3Z8B1
P19838	Q01094	4790	1869	NFKB1	E2F1	chromatin immunoprecipitation assay;inferred by curator	16725311;29087512;29126285	Homo sapiens	ReMap;TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	Mm:Q61501;Rn:O09139	-
P43268	P08670	2118	7431	ETV4	VIM	inferred by curator	17202159;8895512;29087512	Homo sapiens	TRED;TRRUST	Yes	Dr:F1RD02;Rn:A0A0G2JX95	Mm:A2A5C3	Mm:P20152;Rn:G3V8C3	Dr:F1QAM8;Dr:F1QT60
P35638	Q96RU7	1649	57761	DDIT3	TRIB3	chromatin immunoprecipitation assay;inferred by curator	18940792;15775988;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Dr:F1Q964;Mm:P35639;Rn:Q496Y7	-	-	-
Q92769	O43623	3066	6591	HDAC2	SNAI2	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;23836662	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Rn:F7ENH8	Mm:A0A0R4J008	Ce:Q65ZG6;Dr:Q5PQY5;Mm:P97469;Rn:O08954	-
Q06710	Q07837	7849	6519	PAX8	SLC3A1	inferred by curator	29087512;15673291	Homo sapiens	TRRUST	Yes	Mm:Q00288;Rn:P51974	Dr:F1Q9Q9	Ce:O45298;Dm:Q8IPA2;Dm:P07190;Dm:P07191;Dm:P07192;Dm:Q5U124;Dm:A1Z7F1;Dm:A1Z7F3;Mm:Q91WV7;Rn:Q64319	Dm:Q9VKE6;Dr:F1QEA9
P37231	Q9HAW8	5468	54575	PPARG	UGT1A10	inferred by curator	17202159	Homo sapiens	TRED	Yes	-	-	-	-
P04198	P33076	4613	4261	MYCN	CIITA	chromatin immunoprecipitation assay;inferred by curator	12107114;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Dr:A0A0A0MPF8;Mm:P03966;Rn:G3V6T6	-	-	-
P10826	P40225	5915	7066	RARB	THPO	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P22605;Rn:D3ZFD9	-	Mm:P40226	Rn:P49745
P55317	Q4ZG55	3169	9687	FOXA1	GREB1	chromatin immunoprecipitation assay;inferred by curator	29126285;24234451;21878914;26578589;25303530;18971253;27924024;22900683	Homo sapiens	GTRD;HTRI;IntAct_via_DoRothEA;ORegAnno;PAZAR;ReMap	Yes	Dr:Q6P0C9;Mm:P35582;Rn:F1LR25	-	Dr:F1QAG4;Mm:Q3UHK3	Rn:F1LW89
Q8N907	P03971	199699	268	DAND5	AMH	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;18034423	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Mm:Q5EC55	Dr:A8E7B8;Rn:P49000
P17676	P00326	1051	126	CEBPB	ADH1C	inferred by curator	22761861;1620113	Homo sapiens	TFactS_via_DoRothea	Yes	Mm:P28033;Rn:P21272	-	-	-
O15516	Q15466	9575	8431	CLOCK	NR0B2	chromatin immunoprecipitation assay;inferred by curator	29087512;27924024;20674862	Homo sapiens	GTRD;TRRUST	Yes	Dr:Q5RIV1;Mm:O08785;Rn:G3V697	-	Mm:Q62227;Rn:P97947	Dr:F8W3I2
P04637	P07996	7157	7057	TP53	THBS1	chromatin immunoprecipitation assay;inferred by curator	29126285;27899662;10029407;19826414;27924024;10101800;17202159;29087512	Homo sapiens	GTRD;KEGG_via_DoRothEA;ReMap;TRED;TRRUST	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Mm:Q80YQ1;Rn:A0A0G2JV24	Dr:F1QEE7
P18146	P04040	1958	847	EGR1	CAT	chromatin immunoprecipitation assay;inferred by curator	11479230;29126285;26578589;22761861;18971253;17202159	Homo sapiens	ORegAnno;PAZAR;ReMap;TFactS_via_DoRothea;TRED	Yes	Dm:Q24266;Mm:P08046	Dr:P26632;Rn:A0A0H2UHR3	Ce:Q8MYL7;Dm:P17336;Mm:P24270;Rn:P04762;Sc:P15202	Ce:Q27487;Ce:O61235
P08047	P00374	6667	1719	SP1	DHFR	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	27924024;29126285;22900683;1834700	Homo sapiens	GTRD;HTRI;ReMap	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Sc:P07807	-
Q9UIH9	O75197	28999	4041	KLF15	LRP5	chromatin immunoprecipitation assay;inferred by curator	20141633;29087512;22900683	Homo sapiens	HTRI;TRRUST	Yes	Dr:Q6YLV7;Mm:Q9EPW2;Rn:Q5FVT6	-	Mm:Q91VN0;Rn:F1MAD0	Dr:F1QTJ4
Q8N907	P12268	199699	3615	DAND5	IMPDH2	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;7896827	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	-	-
P04637	P03956	7157	4312	TP53	MMP1	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;15108353;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Mm:G5E8A9;Mm:E9QPT8	Rn:D3ZRZ2;Rn:B5DFD5
Q8N907	P80365	199699	3291	DAND5	HSD11B2	chromatin immunoprecipitation assay;inferred by curator	29087512;17551100;29126285	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Mm:P51661;Rn:P50233	Dr:F1QLP1
P10071	Q9Y6C5	2737	8643	GLI3	PTCH2	inferred by curator	22761861;14691458;27899662	Homo sapiens	KEGG_via_DoRothEA;TFactS_via_DoRothea	Yes	Dr:F1QSH8;Mm:Q61602;Rn:F1M9H1	-	Mm:O35595	Dr:F1R837
P10275	P20393	367	9572	AR	NR1D1	chromatin immunoprecipitation array;chromatin immunoprecipitation assay;inferred by curator	29126285;20610535;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRED	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Mm:Q3UV55;Rn:G3V770	-
P10276	Q9Y6Q9	5914	8202	RARA	NCOA3	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:P11416;Rn:A0A0G2JW78	Dr:T2DKU4	Dr:F1QMV7;Rn:F1M8E5	Mm:Q05BA5
Q01094	Q9H7J1	1869	90673	E2F1	PPP1R3E	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:Q61501;Rn:O09139	-	Ce:H2KZH6;Mm:H3BJB2;Rn:F1LRU5	-
P10242	P13232	4602	3574	MYB	IL7	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;11675351	Homo sapiens	ReMap;TRRUST	Yes	Dr:F1QP24;Rn:A0A0G2K2A4	Mm:A0A087WPA7	Mm:P10168	Rn:F7FJK6
P05549	P08631	7020	3055	TFAP2A	HCK	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	-	-	Dr:A0A0R4J755;Mm:P08103	Rn:P50545
P19838	P00533	4790	1956	NFKB1	EGFR	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	17881446;14678988;27924024;29087512;22900683	Homo sapiens	GTRD;HTRI;TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	Dr:A0A0R4IFV9;Mm:Q01279;Rn:G3V6K6	-
P15976	Q9NWW0	2623	54985	GATA1	HCFC1R1	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;22187427;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:P17679	Rn:P43429	-	-
P17947	P15509	6688	1438	SPI1	CSF2RA	chromatin immunoprecipitation assay;inferred by curator	29126285;27899662;26578589;7565736;18971253;27924024;17202159;29087512	Homo sapiens	GTRD;KEGG_via_DoRothEA;ORegAnno;PAZAR;ReMap;TRED;TRRUST	Yes	Mm:P17433	Dr:Q6PHV7;Rn:Q6BDS1	Mm:Q00941;Rn:M0R536	-
Q99626	P17936	1045	3486	CDX2	IGFBP3	chromatin immunoprecipitation assay;inferred by curator	29087512;27924024;17297462	Homo sapiens	GTRD;TRRUST	Yes	Mm:P43241;Rn:Q9ESV7	-	Mm:P47878;Rn:A0A0G2K4Q9	Dr:Q66I28
Q8N907	P11511	199699	1588	DAND5	CYP19A1	inferred by curator	29087512;15072557	Homo sapiens	TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Mm:P28649	Dr:Q1LV36;Rn:F1LPY2
O95905	P47871	11319	2642	ECD	GCGR	inferred by curator	22908259;29087512	Homo sapiens	TRRUST	Yes	Dm:Q9W032;Dr:F1QAN3;Mm:Q9CS74;Rn:D3ZA55	-	Dr:E7FB43;Mm:Q61606;Rn:P30082	-
Q8N907	P01112	199699	3265	DAND5	HRAS	chromatin immunoprecipitation assay;inferred by curator	29087512;21931711;29126285;3012774	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Dr:F1QNG4;Dr:Q503B6;Mm:Q61411;Rn:P20171	-
P22415	Q06787	7391	2332	USF1	FMR1	chromatin immunoprecipitation assay;inferred by curator	29126285;20211142;27924024;11058604;17202159;29087512;15175277	Homo sapiens	FANTOM4_via_DoRothEA;GTRD;ReMap;TRED;TRRUST	Yes	Dr:F1QUA1;Mm:Q61069;Rn:O35410	-	Dr:F1R159	Mm:E9QAS8;Rn:A0A0G2JZV8
P09086	O60936	5452	8996	POU2F2	NOL3	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	-	-	Mm:Q9D1X0	Rn:G3V7Z3
P01106	P51587	4609	675	MYC	BRCA2	chromatin immunoprecipitation assay;inferred by curator	29126285;12695333;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	-	-
Q16254	Q13315	1874	472	E2F4	ATM	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:A0A0R4ICD5;Mm:Q8R0K9;Rn:D4A9V4	-	Mm:Q62388;Rn:D4ACL8	Dr:R4GE34
P14921	P29474	2113	4846	ETS1	NOS3	chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;20019798;18971253;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ORegAnno;PAZAR;ReMap;TRED	Yes	Mm:P27577;Rn:P41156	-	Mm:P70313	Rn:F1LQC7
Q15742	Q08999	4665	5934	NAB2	RBL2	inferred by curator	29087512;22431919	Homo sapiens	TRRUST	Yes	Dr:A9JRC0;Mm:Q61127;Rn:D4A4F4	-	Dr:E7FDM3;Mm:Q64700;Rn:G3V7P7	-
P01106	Q8WTW4	4609	10641	MYC	NPRL2	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Dm:Q9VXA0;Mm:Q9WUE4;Rn:D3ZPN1	Dr:Q0P403
